Store_ID,SKU_ID,Last_Purchase_Date,Avg_Order_Qty,Last_Order_Qty,Category
S050,SKU_41,2024-03-25,31,23,Bev
S033,SKU_14,2024-04-03,23,22,Home Care
S044,SKU_40,2023-08-24,40,36,Snack
S034,SKU_22,2023-11-22,35,21,Health
S004,SKU_18,2024-02-20,29,18,Health
S050,SKU_4,2023-09-01,40,16,Health
S035,SKU_10,2024-01-31,31,27,Bakery
S019,SKU_31,2023-11-11,23,23,Grocery
S036,SKU_2,2023-08-03,32,26,Home Care
S032,SKU_37,2023-09-25,34,23,Personal Care
S014,SKU_27,2024-01-26,32,27,Personal Care
S018,SKU_23,2023-09-19,24,23,Grocery
S016,SKU_21,2024-01-06,23,16,Home Care
S031,SKU_31,2023-12-16,46,27,Grocery
S037,SKU_48,2023-12-15,39,28,Dairy
S017,SKU_24,2024-02-16,32,30,Grocery
S046,SKU_49,2023-08-07,28,27,Home Care
S026,SKU_49,2024-04-22,35,20,Home Care
S048,SKU_50,2024-03-31,37,26,Dairy
S039,SKU_2,2023-10-13,28,22,Home Care
S041,SKU_31,2024-06-12,32,24,Grocery
S030,SKU_4,2023-08-31,41,20,Health
S030,SKU_11,2023-07-16,37,20,Home Care
S011,SKU_44,2023-11-27,27,27,Snack
S002,SKU_2,2023-11-19,31,23,Home Care
S044,SKU_6,2023-10-24,29,29,Grocery
S030,SKU_5,2023-09-03,34,26,Dairy
S001,SKU_28,2024-05-01,38,28,Snack
S023,SKU_31,2024-04-03,35,35,Grocery
S045,SKU_27,2023-08-08,32,32,Personal Care
S006,SKU_21,2023-12-16,34,30,Home Care
S044,SKU_28,2023-09-06,31,31,Snack
S024,SKU_6,2023-09-23,27,24,Grocery
S022,SKU_3,2024-01-15,34,34,Confectionery
S019,SKU_5,2023-11-09,26,26,Dairy
S037,SKU_9,2023-09-14,27,22,Confectionery
S018,SKU_7,2024-03-06,31,27,Dairy
S037,SKU_39,2024-01-25,36,27,Health
S030,SKU_5,2023-09-22,24,21,Dairy
S042,SKU_11,2024-02-08,30,24,Home Care
S033,SKU_15,2024-03-09,35,35,Grocery
S010,SKU_34,2023-07-31,38,31,Bev
S012,SKU_48,2024-01-17,37,33,Dairy
S030,SKU_7,2023-08-21,29,29,Dairy
S027,SKU_40,2023-09-10,29,27,Snack
S039,SKU_6,2023-07-21,35,35,Grocery
S009,SKU_39,2023-07-16,36,24,Health
S012,SKU_30,2023-12-22,36,23,Grocery
S029,SKU_22,2024-05-07,28,23,Health
S043,SKU_28,2023-09-16,25,22,Snack
S015,SKU_20,2024-02-25,31,24,Bev
S002,SKU_39,2023-08-06,32,21,Health
S039,SKU_3,2024-02-17,30,28,Confectionery
S018,SKU_1,2024-01-09,30,24,Health
S003,SKU_15,2023-08-29,31,29,Grocery
S043,SKU_3,2024-03-23,28,28,Confectionery
S018,SKU_40,2023-11-03,24,24,Snack
S044,SKU_41,2024-01-19,29,29,Bev
S037,SKU_42,2023-08-01,40,22,Personal Care
S033,SKU_34,2024-05-07,35,16,Bev
S011,SKU_13,2023-10-02,32,20,Personal Care
S004,SKU_43,2024-05-23,34,19,Frozen
S018,SKU_1,2023-10-08,27,24,Health
S004,SKU_22,2024-04-10,27,27,Health
S022,SKU_9,2023-10-25,26,26,Confectionery
S002,SKU_1,2024-01-15,30,30,Health
S044,SKU_43,2024-04-04,30,26,Frozen
S006,SKU_9,2023-09-08,32,26,Confectionery
S025,SKU_43,2023-09-17,38,24,Frozen
S016,SKU_2,2023-07-14,36,23,Home Care
S031,SKU_14,2023-07-29,34,34,Home Care
S014,SKU_38,2023-11-21,32,26,Frozen
S028,SKU_18,2023-07-10,35,27,Health
S032,SKU_16,2023-08-16,35,16,Grocery
S028,SKU_29,2024-03-16,33,20,Personal Care
S049,SKU_44,2023-07-12,31,31,Snack
S045,SKU_6,2024-02-11,26,26,Grocery
S022,SKU_3,2024-03-16,31,24,Confectionery
S032,SKU_14,2023-09-22,32,19,Home Care
S023,SKU_32,2024-06-12,48,48,Dairy
S005,SKU_31,2023-07-06,33,32,Grocery
S042,SKU_11,2024-03-03,29,29,Home Care
S032,SKU_22,2023-08-04,28,28,Health
S039,SKU_50,2023-09-03,44,11,Dairy
S015,SKU_31,2023-11-24,36,31,Grocery
S007,SKU_33,2023-08-26,26,22,Grocery
S029,SKU_24,2024-01-09,25,20,Grocery
S047,SKU_1,2023-07-13,30,29,Health
S003,SKU_44,2023-07-18,26,26,Snack
S019,SKU_15,2024-03-02,34,34,Grocery
S010,SKU_37,2023-12-10,27,26,Personal Care
S015,SKU_48,2024-04-07,28,28,Dairy
S006,SKU_44,2023-12-13,36,36,Snack
S047,SKU_3,2023-07-26,44,29,Confectionery
S038,SKU_30,2023-11-03,33,33,Grocery
S029,SKU_23,2024-04-06,27,21,Grocery
S003,SKU_7,2024-04-08,34,34,Dairy
S008,SKU_34,2023-11-16,31,14,Bev
S008,SKU_32,2023-10-09,37,33,Dairy
S020,SKU_39,2023-07-11,19,18,Health
S047,SKU_32,2024-02-01,32,17,Dairy
S004,SKU_43,2023-07-30,30,25,Frozen
S021,SKU_43,2023-10-02,37,37,Frozen
S003,SKU_14,2023-10-24,36,25,Home Care
S023,SKU_32,2023-08-08,24,24,Dairy
S016,SKU_43,2023-07-24,28,28,Frozen
S013,SKU_36,2024-03-20,36,15,Home Care
S003,SKU_17,2023-08-12,29,29,Home Care
S048,SKU_48,2023-12-17,34,31,Dairy
S009,SKU_3,2024-06-04,39,27,Confectionery
S013,SKU_47,2024-04-28,27,21,Bev
S007,SKU_40,2023-07-26,31,26,Snack
S038,SKU_39,2023-11-10,27,26,Health
S022,SKU_46,2023-10-09,31,31,Bev
S024,SKU_46,2023-09-01,30,30,Bev
S049,SKU_11,2023-10-01,27,13,Home Care
S037,SKU_33,2024-01-23,39,28,Grocery
S001,SKU_26,2023-09-10,30,17,Home Care
S010,SKU_27,2023-08-29,40,40,Personal Care
S043,SKU_38,2023-07-29,35,24,Frozen
S016,SKU_22,2023-07-19,35,35,Health
S046,SKU_26,2023-09-11,24,17,Home Care
S049,SKU_5,2024-03-02,26,25,Dairy
S012,SKU_35,2023-09-25,34,24,Frozen
S017,SKU_49,2023-12-30,34,22,Home Care
S026,SKU_18,2024-01-13,30,26,Health
S014,SKU_3,2023-10-26,39,27,Confectionery
S041,SKU_18,2023-09-20,26,18,Health
S036,SKU_38,2024-03-03,38,24,Frozen
S023,SKU_7,2024-02-19,34,34,Dairy
S006,SKU_6,2023-11-30,30,28,Grocery
S047,SKU_18,2024-03-28,35,31,Health
S005,SKU_45,2023-08-04,26,25,Dairy
S043,SKU_22,2024-01-29,36,20,Health
S018,SKU_9,2023-11-16,29,29,Confectionery
S013,SKU_35,2024-01-05,27,27,Frozen
S028,SKU_24,2023-11-27,33,18,Grocery
S028,SKU_40,2024-02-04,28,24,Snack
S027,SKU_9,2023-09-20,29,23,Confectionery
S032,SKU_13,2024-01-06,35,18,Personal Care
S009,SKU_42,2023-12-23,30,27,Personal Care
S020,SKU_17,2023-09-01,28,24,Home Care
S028,SKU_50,2024-02-22,35,27,Dairy
S033,SKU_24,2023-08-02,32,22,Grocery
S004,SKU_2,2024-01-29,31,24,Home Care
S046,SKU_35,2023-08-29,25,20,Frozen
S034,SKU_28,2023-07-02,35,28,Snack
S048,SKU_19,2023-08-26,35,21,Personal Care
S008,SKU_10,2023-11-15,22,22,Bakery
S006,SKU_46,2024-04-04,35,30,Bev
S016,SKU_45,2024-01-30,33,33,Dairy
S048,SKU_38,2024-04-10,32,20,Frozen
S039,SKU_6,2023-07-31,29,24,Grocery
S030,SKU_42,2024-01-22,32,32,Personal Care
S013,SKU_18,2023-07-11,31,30,Health
S025,SKU_5,2023-08-16,30,30,Dairy
S020,SKU_25,2023-07-03,40,23,Confectionery
S047,SKU_10,2023-09-10,31,31,Bakery
S018,SKU_17,2023-12-06,33,33,Home Care
S002,SKU_36,2023-11-07,34,22,Home Care
S010,SKU_26,2023-07-22,24,24,Home Care
S045,SKU_31,2023-11-12,17,16,Grocery
S050,SKU_32,2023-07-20,32,19,Dairy
S047,SKU_21,2024-02-05,23,23,Home Care
S047,SKU_18,2023-11-07,25,15,Health
S013,SKU_1,2023-08-01,30,29,Health
S011,SKU_2,2024-04-23,31,31,Home Care
S035,SKU_34,2024-03-05,35,31,Bev
S046,SKU_21,2023-08-16,34,32,Home Care
S014,SKU_42,2024-01-13,26,19,Personal Care
S045,SKU_1,2023-08-03,36,25,Health
S044,SKU_32,2024-03-10,29,26,Dairy
S041,SKU_47,2023-08-11,33,23,Bev
S001,SKU_36,2024-04-14,27,20,Home Care
S022,SKU_30,2023-07-27,30,27,Grocery
S023,SKU_7,2023-08-28,27,24,Dairy
S019,SKU_22,2023-11-24,24,24,Health
S018,SKU_50,2023-10-23,37,37,Dairy
S012,SKU_45,2024-01-15,27,19,Dairy
S028,SKU_8,2023-11-30,35,17,Home Care
S019,SKU_10,2024-06-03,36,30,Bakery
S049,SKU_46,2023-07-23,31,25,Bev
S026,SKU_6,2024-01-03,28,21,Grocery
S035,SKU_21,2023-10-24,22,17,Home Care
S034,SKU_33,2023-12-09,31,22,Grocery
S035,SKU_19,2023-10-11,32,24,Personal Care
S040,SKU_39,2024-02-28,26,22,Health
S016,SKU_24,2023-07-07,26,25,Grocery
S013,SKU_35,2023-12-19,36,29,Frozen
S022,SKU_37,2024-03-03,30,21,Personal Care
S028,SKU_24,2023-10-22,28,28,Grocery
S048,SKU_34,2023-07-23,27,19,Bev
S008,SKU_2,2023-11-13,27,21,Home Care
S044,SKU_8,2024-06-21,31,25,Home Care
S026,SKU_43,2024-04-03,31,21,Frozen
S041,SKU_1,2023-08-05,34,34,Health
S001,SKU_34,2023-10-16,24,24,Bev
S006,SKU_3,2023-07-24,31,31,Confectionery
S023,SKU_9,2023-11-17,30,30,Confectionery
S023,SKU_5,2023-07-22,40,21,Dairy
S023,SKU_12,2024-01-20,35,29,Bev
S030,SKU_21,2024-02-08,39,29,Home Care
S013,SKU_21,2023-09-19,22,21,Home Care
S023,SKU_5,2024-04-11,27,24,Dairy
S015,SKU_25,2023-11-24,32,32,Confectionery
S023,SKU_9,2023-08-25,33,24,Confectionery
S040,SKU_7,2024-03-22,30,19,Dairy
S042,SKU_47,2023-07-22,28,28,Bev
S050,SKU_27,2023-07-24,29,20,Personal Care
S048,SKU_8,2024-01-10,32,32,Home Care
S020,SKU_9,2023-10-04,32,19,Confectionery
S006,SKU_15,2023-09-10,25,25,Grocery
S009,SKU_7,2023-08-07,26,22,Dairy
S045,SKU_47,2023-09-27,35,23,Bev
S031,SKU_18,2023-07-28,36,28,Health
S021,SKU_22,2023-09-30,33,33,Health
S026,SKU_50,2023-08-23,26,20,Dairy
S040,SKU_10,2023-12-06,36,26,Bakery
S048,SKU_50,2024-02-13,37,25,Dairy
S045,SKU_33,2023-08-10,27,21,Grocery
S023,SKU_14,2023-12-26,26,24,Home Care
S020,SKU_44,2024-05-27,32,24,Snack
S037,SKU_46,2023-08-06,28,24,Bev
S017,SKU_13,2023-07-31,28,22,Personal Care
S041,SKU_16,2023-11-23,20,20,Grocery
S002,SKU_5,2023-09-28,29,29,Dairy
S025,SKU_25,2023-07-06,40,26,Confectionery
S041,SKU_38,2023-10-03,34,23,Frozen
S006,SKU_50,2023-10-27,42,30,Dairy
S038,SKU_39,2023-10-28,28,26,Health
S006,SKU_48,2023-10-31,35,35,Dairy
S045,SKU_41,2024-04-10,40,20,Bev
S040,SKU_26,2023-07-07,27,27,Home Care
S035,SKU_8,2023-11-04,34,22,Home Care
S033,SKU_4,2023-09-15,35,35,Health
S018,SKU_37,2023-09-12,27,17,Personal Care
S024,SKU_3,2024-05-04,32,24,Confectionery
S045,SKU_19,2023-10-28,34,24,Personal Care
S035,SKU_1,2023-08-04,30,23,Health
S001,SKU_29,2024-01-23,31,20,Personal Care
S036,SKU_23,2024-03-26,40,32,Grocery
S025,SKU_33,2023-10-01,29,15,Grocery
S045,SKU_41,2023-12-24,29,26,Bev
S043,SKU_5,2023-12-26,38,35,Dairy
S034,SKU_7,2023-11-06,23,23,Dairy
S025,SKU_6,2023-11-02,27,27,Grocery
S034,SKU_22,2023-09-02,27,23,Health
S029,SKU_49,2023-08-29,26,21,Home Care
S023,SKU_12,2024-02-02,24,13,Bev
S019,SKU_4,2023-12-16,38,38,Health
S025,SKU_8,2023-11-26,29,16,Home Care
S009,SKU_31,2023-10-24,24,19,Grocery
S042,SKU_45,2023-11-25,37,25,Dairy
S019,SKU_26,2023-09-30,34,19,Home Care
S033,SKU_43,2023-09-23,36,33,Frozen
S034,SKU_8,2023-09-25,36,21,Home Care
S016,SKU_40,2023-10-28,27,27,Snack
S040,SKU_45,2023-07-24,35,31,Dairy
S018,SKU_29,2023-09-27,28,19,Personal Care
S034,SKU_5,2023-08-06,31,27,Dairy
S045,SKU_40,2024-03-27,30,28,Snack
S006,SKU_17,2023-07-12,29,27,Home Care
S021,SKU_23,2023-10-03,33,22,Grocery
S006,SKU_45,2023-07-31,35,24,Dairy
S041,SKU_2,2024-02-18,23,21,Home Care
S031,SKU_7,2024-04-11,35,26,Dairy
S042,SKU_30,2023-08-04,22,16,Grocery
S010,SKU_3,2023-07-21,31,23,Confectionery
S030,SKU_9,2023-10-19,25,23,Confectionery
S009,SKU_50,2023-11-22,35,28,Dairy
S015,SKU_26,2024-02-29,33,33,Home Care
S004,SKU_1,2023-11-23,32,20,Health
S040,SKU_30,2024-02-24,30,25,Grocery
S009,SKU_38,2023-09-30,30,25,Frozen
S045,SKU_15,2024-05-11,26,25,Grocery
S009,SKU_25,2024-05-18,28,28,Confectionery
S026,SKU_6,2023-10-23,28,27,Grocery
S004,SKU_18,2023-07-15,36,22,Health
S016,SKU_3,2023-07-22,49,21,Confectionery
S015,SKU_17,2023-10-26,26,26,Home Care
S035,SKU_48,2023-10-03,28,28,Dairy
S005,SKU_8,2024-03-13,36,22,Home Care
S015,SKU_17,2023-09-25,34,25,Home Care
S047,SKU_41,2023-08-27,36,21,Bev
S029,SKU_29,2023-10-16,40,26,Personal Care
S013,SKU_25,2023-07-19,36,17,Confectionery
S045,SKU_29,2023-12-07,22,22,Personal Care
S010,SKU_11,2023-10-08,27,27,Home Care
S008,SKU_46,2024-02-23,32,29,Bev
S003,SKU_38,2023-08-18,26,19,Frozen
S048,SKU_17,2023-12-12,35,31,Home Care
S030,SKU_36,2023-12-30,32,22,Home Care
S011,SKU_10,2023-11-24,34,21,Bakery
S035,SKU_7,2024-04-26,32,32,Dairy
S037,SKU_36,2023-10-04,30,30,Home Care
S042,SKU_16,2023-08-12,32,26,Grocery
S013,SKU_25,2024-01-29,33,26,Confectionery
S012,SKU_41,2024-01-05,22,22,Bev
S037,SKU_4,2023-11-08,30,22,Health
S002,SKU_39,2023-11-14,31,29,Health
S023,SKU_39,2024-01-07,35,33,Health
S029,SKU_21,2023-12-25,31,31,Home Care
S005,SKU_32,2023-07-01,24,20,Dairy
S031,SKU_33,2023-10-18,34,32,Grocery
S050,SKU_30,2024-02-19,29,22,Grocery
S020,SKU_46,2023-09-02,32,25,Bev
S017,SKU_23,2023-08-22,33,23,Grocery
S013,SKU_17,2024-02-19,27,19,Home Care
S039,SKU_15,2023-09-11,30,27,Grocery
S006,SKU_29,2023-07-06,27,24,Personal Care
S018,SKU_1,2024-01-12,33,33,Health
S005,SKU_47,2024-05-17,34,27,Bev
S019,SKU_2,2023-11-14,26,23,Home Care
S022,SKU_49,2024-03-23,37,16,Home Care
S019,SKU_8,2023-10-24,32,29,Home Care
S047,SKU_22,2023-08-12,32,32,Health
S024,SKU_26,2023-08-27,28,28,Home Care
S015,SKU_21,2023-10-02,30,29,Home Care
S044,SKU_43,2024-02-15,29,20,Frozen
S019,SKU_7,2023-11-08,39,17,Dairy
S038,SKU_24,2023-09-03,39,28,Grocery
S007,SKU_11,2023-10-25,32,32,Home Care
S030,SKU_23,2024-01-02,29,29,Grocery
S049,SKU_2,2023-11-28,28,24,Home Care
S016,SKU_35,2023-11-28,29,29,Frozen
S047,SKU_36,2023-08-05,34,29,Home Care
S008,SKU_39,2023-10-03,28,28,Health
S028,SKU_4,2023-12-09,27,27,Health
S016,SKU_10,2023-08-13,33,27,Bakery
S019,SKU_6,2024-04-25,32,23,Grocery
S013,SKU_49,2023-08-21,28,23,Home Care
S027,SKU_10,2023-09-12,27,27,Bakery
S010,SKU_32,2024-04-20,28,28,Dairy
S034,SKU_42,2024-02-23,23,17,Personal Care
S036,SKU_42,2023-12-14,37,26,Personal Care
S024,SKU_15,2024-02-20,31,17,Grocery
S018,SKU_17,2023-07-03,29,24,Home Care
S023,SKU_27,2024-03-12,27,19,Personal Care
S006,SKU_18,2024-04-03,31,25,Health
S029,SKU_19,2023-07-04,35,26,Personal Care
S017,SKU_24,2024-01-28,28,27,Grocery
S011,SKU_27,2023-07-16,35,35,Personal Care
S026,SKU_48,2023-09-02,24,20,Dairy
S028,SKU_15,2023-07-16,30,22,Grocery
S003,SKU_47,2023-08-21,33,33,Bev
S011,SKU_38,2023-07-19,26,26,Frozen
S014,SKU_34,2023-10-01,23,20,Bev
S048,SKU_20,2024-04-23,35,34,Bev
S021,SKU_41,2023-07-17,29,29,Bev
S039,SKU_32,2023-10-19,28,27,Dairy
S030,SKU_4,2024-05-23,33,26,Health
S020,SKU_8,2023-10-02,29,27,Home Care
S048,SKU_22,2023-07-10,31,28,Health
S032,SKU_42,2024-01-28,25,23,Personal Care
S007,SKU_22,2024-03-10,30,26,Health
S009,SKU_46,2023-07-16,33,25,Bev
S045,SKU_30,2023-11-21,28,28,Grocery
S001,SKU_37,2023-08-11,33,28,Personal Care
S029,SKU_16,2023-07-03,34,28,Grocery
S008,SKU_15,2023-12-03,31,31,Grocery
S004,SKU_5,2023-12-20,36,19,Dairy
S035,SKU_3,2023-07-24,39,29,Confectionery
S045,SKU_10,2023-09-13,39,32,Bakery
S040,SKU_5,2023-08-09,25,25,Dairy
S027,SKU_15,2023-08-09,29,24,Grocery
S027,SKU_25,2024-02-23,33,28,Confectionery
S016,SKU_8,2024-03-01,21,16,Home Care
S038,SKU_31,2023-07-18,37,18,Grocery
S041,SKU_8,2023-10-16,26,20,Home Care
S011,SKU_23,2024-02-19,28,26,Grocery
S033,SKU_8,2023-10-12,32,32,Home Care
S050,SKU_4,2023-11-11,28,19,Health
S037,SKU_19,2023-08-02,34,26,Personal Care
S035,SKU_29,2023-12-25,30,22,Personal Care
S048,SKU_23,2023-07-12,26,16,Grocery
S048,SKU_47,2024-02-14,31,31,Bev
S035,SKU_7,2023-11-08,38,23,Dairy
S014,SKU_28,2024-03-05,31,23,Snack
S048,SKU_1,2023-08-27,29,29,Health
S031,SKU_39,2023-07-04,35,18,Health
S023,SKU_31,2023-08-05,33,33,Grocery
S018,SKU_13,2024-04-04,30,30,Personal Care
S050,SKU_24,2024-02-22,34,17,Grocery
S015,SKU_1,2023-08-27,27,27,Health
S027,SKU_50,2023-07-18,40,26,Dairy
S015,SKU_33,2023-08-05,24,24,Grocery
S050,SKU_32,2023-11-06,26,26,Dairy
S036,SKU_28,2023-07-01,40,27,Snack
S008,SKU_37,2023-09-02,28,23,Personal Care
S015,SKU_41,2023-08-31,27,25,Bev
S047,SKU_9,2024-05-26,34,24,Confectionery
S034,SKU_33,2023-07-17,29,29,Grocery
S024,SKU_19,2024-04-05,31,20,Personal Care
S032,SKU_34,2024-02-12,31,20,Bev
S030,SKU_31,2024-01-17,30,24,Grocery
S049,SKU_2,2023-12-26,33,31,Home Care
S013,SKU_19,2024-03-26,43,23,Personal Care
S034,SKU_32,2023-10-20,28,25,Dairy
S015,SKU_10,2023-09-04,47,26,Bakery
S044,SKU_41,2024-06-02,36,30,Bev
S029,SKU_26,2024-03-01,29,29,Home Care
S029,SKU_20,2023-08-18,35,31,Bev
S008,SKU_34,2023-12-08,26,15,Bev
S027,SKU_24,2023-11-27,23,19,Grocery
S002,SKU_33,2023-09-08,35,20,Grocery
S017,SKU_41,2023-08-02,35,18,Bev
S025,SKU_40,2024-03-16,24,24,Snack
S030,SKU_27,2024-05-17,24,24,Personal Care
S029,SKU_21,2023-09-15,42,25,Home Care
S035,SKU_4,2023-08-04,26,16,Health
S050,SKU_16,2024-01-16,31,24,Grocery
S043,SKU_26,2023-11-28,26,26,Home Care
S017,SKU_35,2023-08-03,31,22,Frozen
S016,SKU_6,2023-11-01,27,26,Grocery
S002,SKU_33,2023-08-01,29,29,Grocery
S034,SKU_39,2023-11-01,31,22,Health
S006,SKU_42,2023-09-16,23,18,Personal Care
S017,SKU_15,2023-09-14,36,26,Grocery
S039,SKU_6,2023-08-29,29,25,Grocery
S025,SKU_2,2023-09-23,24,24,Home Care
S005,SKU_24,2023-09-18,36,24,Grocery
S005,SKU_49,2023-12-19,36,31,Home Care
S020,SKU_28,2024-03-14,25,25,Snack
S041,SKU_1,2024-02-06,28,28,Health
S037,SKU_28,2023-08-15,31,22,Snack
S040,SKU_36,2023-09-11,23,19,Home Care
S009,SKU_20,2023-08-23,29,26,Bev
S005,SKU_48,2024-05-22,31,31,Dairy
S042,SKU_8,2024-02-06,32,32,Home Care
S009,SKU_26,2023-07-09,35,28,Home Care
S036,SKU_49,2023-12-19,33,33,Home Care
S022,SKU_25,2023-09-22,28,26,Confectionery
S022,SKU_10,2024-05-25,31,21,Bakery
S022,SKU_12,2024-05-24,37,28,Bev
S034,SKU_41,2023-07-12,33,24,Bev
S033,SKU_40,2024-05-15,35,35,Snack
S018,SKU_17,2024-04-29,39,21,Home Care
S001,SKU_14,2023-12-25,39,23,Home Care
S033,SKU_34,2023-10-22,26,23,Bev
S024,SKU_17,2024-02-22,37,25,Home Care
S004,SKU_35,2024-05-05,33,24,Frozen
S004,SKU_1,2023-12-19,30,30,Health
S018,SKU_50,2024-02-18,42,24,Dairy
S027,SKU_50,2023-08-06,26,24,Dairy
S043,SKU_36,2024-03-21,30,24,Home Care
S032,SKU_15,2023-07-13,32,19,Grocery
S028,SKU_42,2023-10-14,33,28,Personal Care
S042,SKU_5,2023-11-03,34,26,Dairy
S036,SKU_43,2023-11-07,25,22,Frozen
S023,SKU_19,2024-04-24,35,17,Personal Care
S050,SKU_47,2023-11-01,40,32,Bev
S042,SKU_12,2024-03-12,35,19,Bev
S024,SKU_36,2023-11-16,33,33,Home Care
S013,SKU_18,2023-08-16,25,25,Health
S013,SKU_48,2024-05-14,36,36,Dairy
S037,SKU_34,2023-10-31,33,33,Bev
S043,SKU_48,2023-07-31,37,23,Dairy
S039,SKU_33,2023-08-24,33,31,Grocery
S042,SKU_49,2023-11-30,31,27,Home Care
S017,SKU_18,2024-04-11,32,32,Health
S015,SKU_29,2023-08-05,43,43,Personal Care
S018,SKU_45,2024-05-01,25,21,Dairy
S023,SKU_5,2024-04-10,30,21,Dairy
S007,SKU_33,2023-12-09,24,24,Grocery
S018,SKU_10,2023-07-21,39,32,Bakery
S007,SKU_33,2023-09-13,32,31,Grocery
S022,SKU_24,2023-08-06,33,28,Grocery
S001,SKU_24,2023-10-28,29,28,Grocery
S004,SKU_7,2023-10-26,40,23,Dairy
S049,SKU_21,2024-01-25,35,24,Home Care
S029,SKU_25,2023-12-01,37,34,Confectionery
S021,SKU_47,2024-03-06,24,24,Bev
S026,SKU_36,2023-12-18,32,32,Home Care
S014,SKU_48,2024-05-10,33,20,Dairy
S047,SKU_15,2023-10-15,29,22,Grocery
S012,SKU_44,2023-11-20,37,29,Snack
S042,SKU_40,2023-07-08,29,28,Snack
S020,SKU_50,2023-10-05,23,17,Dairy
S024,SKU_6,2023-07-07,35,35,Grocery
S027,SKU_37,2024-03-30,37,30,Personal Care
S038,SKU_2,2023-07-12,30,30,Home Care
S049,SKU_23,2023-07-07,32,32,Grocery
S049,SKU_13,2023-07-12,27,25,Personal Care
S024,SKU_17,2024-06-04,46,28,Home Care
S047,SKU_31,2023-08-26,31,23,Grocery
S007,SKU_16,2023-09-16,33,30,Grocery
S019,SKU_41,2023-09-12,28,28,Bev
S022,SKU_26,2024-02-18,24,19,Home Care
S035,SKU_28,2024-04-04,31,25,Snack
S030,SKU_1,2023-07-30,40,35,Health
S022,SKU_12,2023-10-03,29,28,Bev
S011,SKU_37,2024-05-03,27,25,Personal Care
S020,SKU_50,2023-08-25,28,28,Dairy
S029,SKU_20,2023-07-10,25,24,Bev
S041,SKU_2,2023-11-24,26,17,Home Care
S034,SKU_15,2023-09-25,39,26,Grocery
S030,SKU_44,2024-02-18,35,20,Snack
S048,SKU_50,2024-03-09,23,17,Dairy
S018,SKU_32,2024-02-09,31,31,Dairy
S038,SKU_36,2023-07-04,29,19,Home Care
S023,SKU_15,2023-10-20,31,18,Grocery
S025,SKU_50,2024-01-09,29,21,Dairy
S015,SKU_46,2023-11-18,30,24,Bev
S022,SKU_29,2023-11-17,32,32,Personal Care
S019,SKU_27,2023-10-03,32,32,Personal Care
S034,SKU_31,2023-07-02,29,28,Grocery
S050,SKU_35,2023-11-27,29,23,Frozen
S001,SKU_7,2023-08-10,27,24,Dairy
S021,SKU_6,2024-06-15,32,30,Grocery
S029,SKU_26,2023-10-24,34,34,Home Care
S006,SKU_1,2023-10-28,38,27,Health
S037,SKU_19,2024-02-22,41,27,Personal Care
S001,SKU_36,2024-06-13,27,23,Home Care
S021,SKU_20,2023-07-09,38,32,Bev
S044,SKU_25,2023-10-26,29,23,Confectionery
S016,SKU_31,2024-05-07,19,18,Grocery
S028,SKU_18,2023-07-10,28,24,Health
S001,SKU_41,2023-07-25,37,22,Bev
S010,SKU_4,2024-02-10,33,24,Health
S043,SKU_1,2023-07-11,34,23,Health
S017,SKU_41,2023-10-09,28,27,Bev
S044,SKU_15,2023-09-21,24,23,Grocery
S007,SKU_15,2024-04-01,34,17,Grocery
S015,SKU_39,2024-03-17,43,25,Health
S034,SKU_22,2024-02-06,30,30,Health
S045,SKU_16,2024-02-04,39,32,Grocery
S004,SKU_2,2023-09-27,31,31,Home Care
S016,SKU_16,2023-12-23,37,20,Grocery
S019,SKU_2,2023-07-21,40,24,Home Care
S010,SKU_26,2023-11-14,29,29,Home Care
S050,SKU_5,2024-05-17,29,24,Dairy
S037,SKU_20,2024-02-01,32,32,Bev
S012,SKU_34,2023-10-25,35,35,Bev
S022,SKU_20,2024-03-02,33,29,Bev
S020,SKU_20,2023-09-16,27,23,Bev
S045,SKU_39,2024-05-02,41,30,Health
S033,SKU_12,2023-09-04,30,21,Bev
S023,SKU_48,2023-10-04,36,19,Dairy
S023,SKU_5,2023-11-22,44,22,Dairy
S026,SKU_2,2023-09-03,31,26,Home Care
S013,SKU_16,2023-07-09,31,19,Grocery
S044,SKU_43,2023-12-05,33,22,Frozen
S027,SKU_38,2023-07-31,29,27,Frozen
S033,SKU_42,2024-05-14,32,26,Personal Care
S036,SKU_30,2023-12-03,31,26,Grocery
S045,SKU_37,2023-08-28,37,29,Personal Care
S027,SKU_39,2023-07-10,30,30,Health
S023,SKU_50,2024-04-07,24,23,Dairy
S016,SKU_4,2024-05-28,32,17,Health
S026,SKU_14,2023-07-23,28,28,Home Care
S035,SKU_19,2023-07-09,21,21,Personal Care
S003,SKU_36,2023-08-14,33,28,Home Care
S023,SKU_31,2024-05-26,37,27,Grocery
S029,SKU_45,2023-07-27,38,32,Dairy
S034,SKU_18,2024-01-04,27,27,Health
S041,SKU_31,2023-07-09,31,27,Grocery
S041,SKU_30,2024-02-19,38,31,Grocery
S003,SKU_30,2024-06-04,30,29,Grocery
S032,SKU_41,2024-02-29,25,21,Bev
S018,SKU_5,2023-12-02,26,24,Dairy
S007,SKU_45,2024-04-10,32,28,Dairy
S001,SKU_27,2024-05-24,29,20,Personal Care
S014,SKU_16,2023-09-26,31,21,Grocery
